Timestamp,Score,Nama,Email,1. Status Bpk/Ibu/Saudara/i:,2. Berapa lama Bpk/Ibu/Saudara/i bergabung atau mengenal STT Wastukancana?,3. Apakah Bpk/Ibu/Saudara/i pernah membaca visi dan misi STT Wastukancana?,4.  Media sumber Bpk/Ibu/Saudara/i mendapatkan informasi tentang visi dan misi STT Wastukancana? (Jawaban boleh lebih dari satu),3. Apakah Bpk/Ibu/Saudara/i mengetahui Visi dan Misi STT Wastukancana?,5. Saya memahami Visi dan Misi STT Wastukancana.,6. Saya memahami bahwa Visi dan Misi STT Wastukancana harus dilaksanakan.,7. Saya memahami fungsi Visi dan Misi STT Wastukancana sebagai arahan dalam kegiatan akademik.,8. Saya memahami dengan baik bahwa setiap program harus dilaksanakan harus berdasarkan Visi dan Misi STT Wastukancana.,9. Saya memahami Visi dan Misi STT Wastukancana sudah realistik.,10. Visi dan Misi STT Wastukancana telah tercermin pada: (jawaban boleh lebih dari satu),,5. Apakah Bpk/Ibu/Saudara/i mengetahui Visi dan Misi STT Wastukancana?
7/25/2024 7:22:26,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran, Kompetensi Dosen, Kompetensi Lulusan",,
7/25/2024 7:26:31,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/25/2024 7:31:03,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik, Pemberitahuan atau penjelasan Pimpinan, Standing Banner, Media sosial",Ya,5,5,5,5,5,Kompetensi Lulusan,,
7/25/2024 7:32:57,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/25/2024 7:48:08,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Standing Banner, Media sosial",Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen",,
7/25/2024 7:49:31,0,,,Mahasiswa,1 - 5 Tahun,,Dari teman yg berkuliah disana,Ya,4,4,4,4,4,Kompetensi Lulusan,,
7/25/2024 7:59:34,0,,,Mahasiswa,1 - 5 Tahun,,Standing Banner,Ya,2,2,2,2,2,Kurikulum,,
7/25/2024 8:05:58,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik, Pemberitahuan atau penjelasan Pimpinan, Standing Banner, Media sosial",Ya,4,5,4,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Mahasiswa, Kompetensi Dosen",,
7/25/2024 8:16:51,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik",Ya,3,3,3,3,3,"Kurikulum, Proses Pembelajaran",,
7/25/2024 8:33:28,0,,,Mahasiswa,1 - 5 Tahun,,"Media sosial, ",Ya,3,5,5,5,4,"Kurikulum, Proses Pembelajaran",,
7/25/2024 8:34:35,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik, Pemberitahuan atau penjelasan Pimpinan",Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran",,
7/25/2024 8:35:06,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,5,5,5,5,"Kurikulum, Proses Pembelajaran, Kompetensi Dosen, Kompetensi Lulusan",,
7/25/2024 8:46:40,0,,,Mahasiswa,-1 Tahun,,Situs STT Wastukancana,Ya,2,3,3,3,3,"Kurikulum, Proses Pembelajaran",,
7/25/2024 8:49:26,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Standing Banner",Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/25/2024 8:58:28,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/25/2024 9:02:20,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,3,4,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen",,
7/25/2024 9:03:39,0,,,Mahasiswa,1 - 5 Tahun,,"Buku Kurikulum dan Pedoman Akademik, Pemberitahuan atau penjelasan Pimpinan",Ya,3,3,3,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Mahasiswa, Kompetensi Lulusan",,
7/25/2024 9:10:18,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/25/2024 9:20:08,0,,,Mahasiswa,-1 Tahun,,Situs STT Wastukancana,Ya,1,3,4,2,3,Penelitian Mahasiswa,,
7/25/2024 9:22:29,0,,,Tenaga Kependidikan,-1 Tahun,,Pemberitahuan atau penjelasan Pimpinan,Ya,3,3,2,3,2,Kompetensi Dosen,,
7/25/2024 9:23:50,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Standing Banner, Media sosial",Ya,3,3,3,3,3,"Proses Pembelajaran, Kompetensi Lulusan",,
7/25/2024 9:26:32,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Standing Banner, Media sosial",Ya,3,4,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Mahasiswa, Kompetensi Dosen",,
7/25/2024 9:39:22,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,4,4,4,3,3,"Kurikulum, Penelitian Dosen, Kompetensi Lulusan",,
7/25/2024 9:43:39,0,,,Mahasiswa,-1 Tahun,,Media sosial,Ya,5,5,5,5,5,Kompetensi Lulusan,,
7/25/2024 9:57:17,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/25/2024 9:59:43,0,,,Mahasiswa,-1 Tahun,,Pemberitahuan atau penjelasan Pimpinan,Ya,4,4,5,5,4,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen",,
7/25/2024 10:04:00,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,3,3,3,3,3,"Kurikulum, Proses Pembelajaran",,
7/25/2024 10:05:29,0,,,Mahasiswa,1 - 5 Tahun,,Media sosial,Ya,3,3,3,3,3,Proses Pembelajaran,,
7/25/2024 10:08:26,0,,,Mahasiswa,1 - 5 Tahun,,Media sosial,Ya,3,3,3,3,3,"Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen",,
7/25/2024 10:09:37,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Pemberitahuan atau penjelasan Pimpinan, Standing Banner, Media sosial",Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Kompetensi Dosen",,
7/25/2024 10:22:21,0,,,Mahasiswa,1 - 5 Tahun,,Standing Banner,Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran, Kompetensi Lulusan",,
7/25/2024 10:26:52,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,3,4,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Mahasiswa, Kompetensi Lulusan",,
7/25/2024 10:31:14,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/25/2024 10:38:59,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,3,3,3,4,3,Proses Pembelajaran,,
7/25/2024 10:45:32,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,3,4,4,4,5,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/25/2024 10:48:36,0,,,Mahasiswa,1 - 5 Tahun,,Standing Banner,Ya,4,4,4,4,3,"Kurikulum, Proses Pembelajaran, Kompetensi Dosen, Kompetensi Lulusan",,
7/25/2024 10:49:13,0,,,Mahasiswa,-1 Tahun,,Media sosial,Ya,4,5,4,4,5,"Kurikulum, Proses Pembelajaran, Penelitian Dosen",,
7/25/2024 10:50:10,0,,,Mahasiswa,-1 Tahun,,Situs STT Wastukancana,Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran",,
7/25/2024 10:51:53,0,,,Mahasiswa,-1 Tahun,,Situs STT Wastukancana,Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Mahasiswa, Kompetensi Lulusan",,
7/25/2024 10:56:56,0,,,Mahasiswa,1 - 5 Tahun,,Media sosial,Ya,3,4,4,4,3,"Kurikulum, Proses Pembelajaran",,
7/25/2024 10:58:58,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,4,4,4,4,"Proses Pembelajaran, Kompetensi Lulusan",,
7/25/2024 10:59:05,0,,,Mahasiswa,+ 10 Tahun,,,Tidak,,,,,,,,
7/25/2024 11:08:15,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/25/2024 11:11:15,0,,,Mahasiswa,-1 Tahun,,Situs STT Wastukancana,Ya,5,5,5,5,5,Proses Pembelajaran,,
7/25/2024 11:16:11,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/25/2024 11:20:29,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,3,3,3,3,3,"Kurikulum, Proses Pembelajaran",,
7/25/2024 11:20:32,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,3,3,4,5,5,"Kurikulum, Proses Pembelajaran",,
7/25/2024 11:22:20,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/25/2024 11:35:15,0,,,Mahasiswa,-1 Tahun,,Situs STT Wastukancana,Ya,1,5,5,5,5,"Kurikulum, Proses Pembelajaran, Kompetensi Lulusan",,
7/25/2024 11:37:26,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,3,3,3,3,3,Proses Pembelajaran,,
7/25/2024 11:38:55,0,,,Mahasiswa,1 - 5 Tahun,,"Buku Kurikulum dan Pedoman Akademik, Media sosial",Ya,4,5,5,5,5,Kurikulum,,
7/25/2024 11:39:08,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,4,4,4,4,4,Proses Pembelajaran,,
7/25/2024 11:45:03,0,,,Alumni,1 - 5 Tahun,,,Tidak,,,,,,,,
7/25/2024 11:50:26,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/25/2024 11:51:28,0,,,Mahasiswa,-1 Tahun,,Standing Banner,Ya,4,4,5,5,3,"Kurikulum, Proses Pembelajaran, Penelitian Dosen",,
7/25/2024 11:59:40,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Standing Banner, Media sosial",Ya,3,3,3,3,3,"Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/25/2024 12:00:40,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Standing Banner",Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Kompetensi Dosen",,
7/25/2024 12:11:07,0,,,Mahasiswa,-1 Tahun,,Pemberitahuan atau penjelasan Pimpinan,Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/25/2024 12:14:42,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,2,2,2,2,2,"Kurikulum, Proses Pembelajaran",,
7/25/2024 12:15:16,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/25/2024 12:17:32,0,,,Mahasiswa,1 - 5 Tahun,,Buku Kurikulum dan Pedoman Akademik,Ya,5,5,5,5,3,"Kurikulum, Proses Pembelajaran, Penelitian Mahasiswa",,
7/25/2024 12:25:32,0,,,Mahasiswa,1 - 5 Tahun,,Standing Banner,Ya,4,4,4,4,4,"Proses Pembelajaran, Kompetensi Dosen",,
7/25/2024 12:27:37,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,5,5,5,5,5,"Proses Pembelajaran, Penelitian Mahasiswa",,
7/25/2024 12:28:53,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik, Pemberitahuan atau penjelasan Pimpinan, Standing Banner, Media sosial, ",Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/25/2024 12:30:17,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik, Pemberitahuan atau penjelasan Pimpinan, Standing Banner, Media sosial",Ya,4,4,4,3,3,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen",,
7/25/2024 12:32:30,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik",Ya,5,5,5,5,5,"Proses Pembelajaran, Penelitian Mahasiswa, Kompetensi Lulusan",,
7/25/2024 12:43:42,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/25/2024 12:55:36,0,,,Mahasiswa,1 - 5 Tahun,,Media sosial,Ya,3,3,3,3,3,Kurikulum,,
7/25/2024 12:59:38,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran",,
7/25/2024 13:07:20,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik, Pemberitahuan atau penjelasan Pimpinan, Standing Banner, Media sosial",Ya,4,5,4,4,4,Proses Pembelajaran,,
7/25/2024 13:21:29,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/25/2024 13:26:38,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/25/2024 13:31:15,0,,,Mahasiswa,1 - 5 Tahun,,"Standing Banner, ",Ya,5,5,5,5,5,Kurikulum,,
7/25/2024 13:31:22,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Pemberitahuan atau penjelasan Pimpinan",Ya,3,3,3,3,3,"Kurikulum, Proses Pembelajaran, Kompetensi Lulusan",,
7/25/2024 13:32:30,0,,,Mahasiswa,-1 Tahun,,Media sosial,Ya,4,4,4,5,5,Kurikulum,,
7/25/2024 13:37:37,0,,,Mahasiswa,6 - 10 Tahun,,Media sosial,Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/25/2024 13:41:48,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,4,5,5,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Dosen",,
7/25/2024 13:46:49,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,3,3,3,3,3,Proses Pembelajaran,,
7/25/2024 13:47:28,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik, Pemberitahuan atau penjelasan Pimpinan, Standing Banner, Media sosial",Ya,4,4,4,5,4,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/25/2024 13:53:20,0,,,Mahasiswa,1 - 5 Tahun,,Teman,Ya,3,3,3,3,3,"Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen",,
7/25/2024 14:03:25,0,,,Mahasiswa,-1 Tahun,,,Tidak,,,,,,,,
7/25/2024 14:20:24,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/25/2024 14:24:26,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran",,
7/25/2024 14:28:14,0,,,Pengguna lulusan/Industri,-1 Tahun,,Pemberitahuan atau penjelasan Pimpinan,Ya,5,4,3,1,4,Kurikulum,,
7/25/2024 14:28:32,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/25/2024 14:29:05,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,3,3,3,3,3,"Kurikulum, Proses Pembelajaran",,
7/25/2024 14:37:25,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik",Ya,3,3,3,3,3,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/25/2024 14:52:25,0,,,Mahasiswa,1 - 5 Tahun,,Media sosial,Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/25/2024 14:54:27,0,,,Mahasiswa,-1 Tahun,,Media sosial,Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Mahasiswa, Kompetensi Dosen",,
7/25/2024 14:55:18,0,,,Mahasiswa,-1 Tahun,,"Buku Kurikulum dan Pedoman Akademik, Standing Banner, Media sosial",Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/25/2024 15:02:58,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,3,3,3,3,3,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/25/2024 15:08:22,0,,,Mahasiswa,-1 Tahun,,,Tidak,,,,,,,,
7/25/2024 15:11:32,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/25/2024 15:12:19,0,,,Mahasiswa,6 - 10 Tahun,,,Tidak,,,,,,,,
7/25/2024 15:13:31,0,,,Mahasiswa,1 - 5 Tahun,,Standing Banner,Ya,2,2,2,3,3,Proses Pembelajaran,,
7/25/2024 15:22:39,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,5,4,5,5,5,Proses Pembelajaran,,
7/25/2024 15:23:21,0,,,Mahasiswa,-1 Tahun,,Situs STT Wastukancana,Ya,3,3,3,4,4,"Kurikulum, Penelitian Mahasiswa, Kompetensi Dosen",,
7/25/2024 15:30:29,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik, Pemberitahuan atau penjelasan Pimpinan, Media sosial",Ya,3,4,4,4,4,"Kurikulum, Proses Pembelajaran",,
7/25/2024 15:34:41,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/25/2024 15:36:11,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,3,4,4,5,4,"Kurikulum, Proses Pembelajaran, Kompetensi Dosen",,
7/25/2024 15:40:10,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik",Ya,3,3,3,3,3,"Kurikulum, Proses Pembelajaran, Penelitian Mahasiswa, Kompetensi Lulusan",,
7/25/2024 15:41:30,0,,,Mahasiswa,-1 Tahun,,"Pemberitahuan atau penjelasan Pimpinan, Media sosial",Ya,4,4,4,3,3,"Kurikulum, Proses Pembelajaran, Penelitian Dosen",,
7/25/2024 15:46:26,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,4,5,4,5,4,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/25/2024 15:47:45,0,,,Mahasiswa,1 - 5 Tahun,,"Buku Kurikulum dan Pedoman Akademik, Pemberitahuan atau penjelasan Pimpinan, Standing Banner",Ya,4,4,4,4,3,"Kurikulum, Proses Pembelajaran",,
7/25/2024 15:51:30,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/25/2024 15:54:18,0,,,Mahasiswa,1 - 5 Tahun,,"Buku Kurikulum dan Pedoman Akademik, Standing Banner",Ya,3,4,3,5,3,"Kurikulum, Proses Pembelajaran",,
7/25/2024 15:55:19,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,3,3,3,3,3,Proses Pembelajaran,,
7/25/2024 15:58:08,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/25/2024 15:58:51,0,,,Mahasiswa,1 - 5 Tahun,,Media sosial,Ya,3,3,3,3,4,Proses Pembelajaran,,
7/25/2024 16:10:52,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,4,5,4,4,4,"Proses Pembelajaran, Kompetensi Lulusan",,
7/25/2024 16:11:32,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,3,3,3,3,3,Proses Pembelajaran,,
7/25/2024 16:12:35,0,,,Mahasiswa,1 - 5 Tahun,,Media sosial,Ya,2,2,2,3,3,Proses Pembelajaran,,
7/25/2024 16:21:11,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Pemberitahuan atau penjelasan Pimpinan, Media sosial",Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/25/2024 16:22:22,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,4,4,4,4,Kurikulum,,
7/25/2024 16:23:19,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,3,3,3,3,3,Kurikulum,,
7/25/2024 16:35:00,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,5,5,5,5,Kurikulum,,
7/25/2024 16:44:39,0,,,Mahasiswa,-1 Tahun,,,Tidak,,,,,,,,
7/25/2024 16:46:13,0,,,Mahasiswa,-1 Tahun,,,Tidak,,,,,,,,
7/25/2024 16:47:50,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/25/2024 16:49:38,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik",Ya,2,4,4,4,4,"Proses Pembelajaran, Penelitian Dosen, Kompetensi Lulusan",,
7/25/2024 16:53:18,0,,,Mahasiswa,1 - 5 Tahun,,Pemberitahuan atau penjelasan Pimpinan,Ya,1,1,1,1,1,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/25/2024 16:55:12,0,,,Mahasiswa,-1 Tahun,,Situs STT Wastukancana,Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Kompetensi Dosen, Kompetensi Lulusan",,
7/25/2024 16:56:01,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,2,2,3,3,5,Penelitian Mahasiswa,,
7/25/2024 16:58:26,0,,,Mahasiswa,-1 Tahun,,Situs STT Wastukancana,Ya,3,4,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/25/2024 16:59:02,0,,,Mahasiswa,-1 Tahun,,,Tidak,,,,,,,,
7/25/2024 17:00:05,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran",,
7/25/2024 17:02:12,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Standing Banner",Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Mahasiswa, Kompetensi Lulusan",,
7/25/2024 17:14:19,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,5,5,4,3,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa",,
7/25/2024 17:17:49,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik, Pemberitahuan atau penjelasan Pimpinan",Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Mahasiswa",,
7/25/2024 17:22:40,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,3,3,3,3,3,Penelitian Mahasiswa,,
7/25/2024 17:23:39,0,,,Mahasiswa,1 - 5 Tahun,,Media sosial,Ya,3,3,3,3,3,Kurikulum,,
7/25/2024 17:24:15,0,,,Mahasiswa,1 - 5 Tahun,,Media sosial,Ya,3,3,3,3,3,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/25/2024 17:24:38,0,,,Mahasiswa,-1 Tahun,,,Tidak,,,,,,,,
7/25/2024 17:31:23,0,,,Mahasiswa,1 - 5 Tahun,,Media sosial,Ya,2,3,3,2,3,Proses Pembelajaran,,
7/25/2024 17:32:31,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,3,4,4,5,2,"Kurikulum, Proses Pembelajaran, Kompetensi Dosen",,
7/25/2024 17:50:47,0,,,Mahasiswa,-1 Tahun,,Situs STT Wastukancana,Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran",,
7/25/2024 17:51:38,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/25/2024 17:52:13,0,,,Mahasiswa,-1 Tahun,,Standing Banner,Ya,3,4,4,4,4,Kompetensi Lulusan,,
7/25/2024 17:57:03,0,,,Mahasiswa,-1 Tahun,,Situs STT Wastukancana,Ya,4,5,4,5,5,Proses Pembelajaran,,
7/25/2024 17:57:04,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,5,4,4,4,"Kurikulum, Proses Pembelajaran",,
7/25/2024 18:01:30,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran",,
7/25/2024 18:17:24,0,,,Mahasiswa,-1 Tahun,,Situs STT Wastukancana,Ya,4,5,5,5,5,"Kurikulum, Kompetensi Dosen, Kompetensi Lulusan",,
7/25/2024 18:22:29,0,,,Mahasiswa,-1 Tahun,,,Tidak,,,,,,,,
7/25/2024 18:25:10,0,,,Mahasiswa,-1 Tahun,,Situs STT Wastukancana,Ya,2,4,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Kompetensi Dosen",,
7/25/2024 18:29:22,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Standing Banner, Media sosial",Ya,3,3,3,3,3,"Kurikulum, Proses Pembelajaran, Kompetensi Dosen",,
7/25/2024 18:29:39,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/25/2024 18:29:58,0,,,Mahasiswa,-1 Tahun,,Media sosial,Ya,4,5,5,5,5,"Kurikulum, Proses Pembelajaran",,
